Path,target,target_numerique,prediction
Images/PBC_dataset_normal_DIB\monocyte/MO_866348.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_675962.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MMY_911187.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_76399.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_389017.jpg,ERB,0,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_546774.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_797610.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_600104.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_193057.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_129006.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\monocyte/MO_574035.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/PMY_286382.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_811885.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\basophil/BA_710454.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\basophil/BA_500713.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\monocyte/MO_62638.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\monocyte/MO_403840.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\basophil/BA_298505.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/SNE_692996.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_5829.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/PMY_416383.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_570277.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_562150.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_867897.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_316911.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_922775.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_223595.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_431131.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\basophil/BA_517662.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\basophil/BA_466566.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\ig/MY_823095.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\lymphocyte/LY_291851.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_557988.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_286014.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_554489.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\neutrophil/BNE_573180.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_960147.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_609024.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/IG_607424.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_390232.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_164404.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_951243.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_63145.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_159731.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_370621.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_308226.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_37796.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_750216.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_144537.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_987578.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_614388.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\lymphocyte/LY_782430.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_727414.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/BNE_764437.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_132265.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_164917.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_303848.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_194857.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_62569.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_147951.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_801674.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_580781.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_754575.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_891800.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_825319.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_597403.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_637183.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_269337.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_423353.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_959830.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_179366.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_835288.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_981851.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_761180.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_860677.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_497693.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_353231.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_490982.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_857399.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_266899.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_112426.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\monocyte/MO_275440.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\basophil/BA_564254.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_77152.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_278832.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_184593.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_696522.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_788727.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MMY_526039.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_307806.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\lymphocyte/LY_637633.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\ig/MY_677756.jpg,IG,3,ERB
Images/PBC_dataset_normal_DIB\platelet/PLATELET_478160.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\basophil/BA_499861.jpg,BA,5,MO
Images/PBC_dataset_normal_DIB\basophil/BA_176200.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\platelet/PLATELET_516287.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\erythroblast/ERB_779858.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MY_141437.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_848103.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_628266.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MY_534370.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MMY_372812.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MMY_33383.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\lymphocyte/LY_891874.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\ig/MY_904809.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_776763.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_222692.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_985489.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\basophil/BA_673919.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/SNE_443796.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_890863.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MMY_218155.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/SNE_514355.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_645730.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_888435.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_687306.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_677848.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MY_121051.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_81869.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\erythroblast/ERB_941216.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_64440.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_740551.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_911439.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MMY_530007.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_221446.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_728297.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_814256.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_563857.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_425535.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/BNE_715.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_544854.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_799524.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/PMY_819443.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_580262.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_723261.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_202821.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\monocyte/MO_145965.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_874075.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/PMY_259339.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_998173.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_141137.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_667023.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/PMY_753662.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_216842.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_884136.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_647109.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\basophil/BA_816082.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_158905.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_609056.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\monocyte/MO_503134.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_769932.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_145127.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_76588.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_838592.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_491368.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_571743.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_672329.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_752671.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\basophil/BA_802408.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\ig/MY_607317.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/SNE_976614.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_712944.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_281089.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_948771.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\erythroblast/ERB_157865.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\neutrophil/BNE_735513.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\basophil/BA_911932.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/BNE_145948.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_781469.jpg,IG,3,MO
Images/PBC_dataset_normal_DIB\monocyte/MO_248568.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_752431.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_444788.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_857417.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MMY_297253.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_626367.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MY_261349.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_141589.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\lymphocyte/LY_714950.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_657449.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_952489.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/MY_221285.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_312324.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_321941.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\monocyte/MO_821957.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_830143.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_464803.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_144254.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_424554.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/BNE_379446.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_574965.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_135516.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_348778.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_832292.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_976624.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_508637.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_565380.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MY_384984.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_288032.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MMY_310921.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_48638.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MY_22578.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_410459.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_612838.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_166242.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_541632.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\lymphocyte/LY_503175.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\basophil/BA_465907.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\platelet/PLATELET_924640.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_971723.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_831026.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\neutrophil/BNE_586172.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_249877.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_344852.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_373555.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_761108.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\basophil/BA_520588.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\ig/MY_871007.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_874689.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/SNE_138139.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\basophil/BA_190505.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_176538.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_55283.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_127770.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MMY_763787.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_195632.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_769518.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_507649.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_918993.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_499693.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/PMY_558961.jpg,IG,3,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_567810.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/BNE_226455.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_351977.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_291138.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MMY_458715.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/PMY_638556.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_508303.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_705787.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_343033.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_113678.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_115658.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_642190.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_685.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\neutrophil/BNE_40894.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_856494.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/BNE_599061.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_767226.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_532729.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\erythroblast/ERB_114865.jpg,ERB,0,LY
Images/PBC_dataset_normal_DIB\ig/PMY_751256.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\lymphocyte/LY_807924.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_557210.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MMY_675168.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MY_944972.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_236261.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\erythroblast/ERB_916684.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_294566.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_722910.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_573622.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/MY_957199.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_633427.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_188467.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\lymphocyte/LY_923038.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_706620.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_845581.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_253087.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_577804.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_615464.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\basophil/BA_55185.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\ig/MMY_527103.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_988257.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/BNE_385402.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_890393.jpg,ERB,0,IG
Images/PBC_dataset_normal_DIB\lymphocyte/LY_955445.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\neutrophil/BNE_456543.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_53114.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\basophil/BA_196807.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_210789.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_25945.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_77911.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\basophil/BA_73594.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\ig/MMY_452599.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_941292.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_259133.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_702411.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_604428.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_763220.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_520428.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_593612.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/NEUTROPHIL_322012.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_548542.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_79285.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_34345.jpg,ERB,0,IG
Images/PBC_dataset_normal_DIB\neutrophil/SNE_512541.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_981761.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_517514.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_894949.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_147562.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_453795.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_869508.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_2893.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\basophil/BA_92205.jpg,BA,5,IG
Images/PBC_dataset_normal_DIB\ig/PMY_724189.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\lymphocyte/LY_788750.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_32178.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_200691.jpg,MO,6,IG
