Path,target
Images/PBC_dataset_normal_DIB\lymphocyte\LY_508185.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_511879.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_512098.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_514170.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_514232.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_515035.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_51513.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_515199.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_516086.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_51625.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_517156.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_517503.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_517573.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_51843.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_518572.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_519097.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_519247.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_520157.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_521923.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_524303.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_524425.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_524589.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_525561.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_526267.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_526858.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_527440.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_528060.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_528196.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_528641.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_528736.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_530259.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_530482.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_530877.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_531289.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_532750.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_533974.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_534632.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_538542.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_538573.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_539406.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_540241.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_541663.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_54448.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_544639.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_545090.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_547808.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_548338.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_548542.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_549209.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_549231.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_550491.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_551814.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_551920.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_553290.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_553581.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_553626.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_554041.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_554364.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_554492.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_554741.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_554979.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_555347.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_556886.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_557882.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_558615.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_559940.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_560142.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_562157.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_562164.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_562167.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_563513.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_564317.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_564753.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_565758.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_56612.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_566461.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_566480.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_567757.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_568247.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_569623.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_570413.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_570832.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_571226.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_572700.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_573984.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_575185.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_575898.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_57617.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_577175.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_577773.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_57780.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_578344.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_579967.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_580251.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_581436.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_581500.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_583675.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_586473.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_586758.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_586901.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_587246.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_587521.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_588274.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_588849.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_589279.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_589830.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_591194.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_592241.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_592355.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_592408.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_593769.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_595308.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_59662.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_597880.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_598790.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_598957.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_599020.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_599099.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_599428.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_60004.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_600174.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_600393.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_60053.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_60114.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_602832.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_603476.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_603507.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_604428.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_604558.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_606151.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_607133.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_607326.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_607451.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_609104.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_609401.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_609443.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_612132.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_612323.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_612600.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_613198.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_613623.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_613672.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_613767.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_614956.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_616024.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_617499.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_618017.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_618428.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_619039.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_619308.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_6217.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_622941.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_623093.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_624959.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_625010.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_628843.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_632165.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_63391.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_634599.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_636354.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_636684.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_637341.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_637633.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_638242.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_638750.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_640533.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_642004.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_642131.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_64218.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_643675.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_644290.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_64434.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_644505.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_644595.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_644865.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_64544.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_646314.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_646631.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_646786.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_646894.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_646905.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_646952.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_647109.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_647287.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_647577.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_649255.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_649814.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_65073.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_650769.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_650850.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_651080.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_651453.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_651718.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_652833.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_653768.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_654580.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_654739.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_656082.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_65844.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_658912.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_659167.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_660274.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_660498.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_660571.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_660722.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_661063.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_661451.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_661853.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_662291.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_662988.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_663670.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_664700.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_665021.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_665299.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_665688.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_667147.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_668316.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_668845.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_670000.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_670241.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_670773.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_671159.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_671537.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_672082.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_674060.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_675041.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_676152.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_676405.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_676437.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_677709.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_678409.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_680002.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_680999.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_681516.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_682820.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_683648.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_683794.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_684028.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_684602.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_685339.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_685515.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_687027.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_687737.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_68814.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_688880.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_689894.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_691863.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_692000.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_69243.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_692569.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_69259.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_693776.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_695283.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_696193.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_696243.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_69669.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_696961.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_699056.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_700199.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_700280.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_700507.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_700648.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_703368.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_70378.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_703831.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_705334.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_705501.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_705563.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_706092.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_706761.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_706870.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_707113.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_707158.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_707436.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_708881.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_709042.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_709473.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_709834.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_712475.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_714463.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_714950.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_715395.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_717775.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_718085.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_720395.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_720543.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_720578.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_721153.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_721751.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_721798.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_722199.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_722583.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_722642.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_722701.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_722941.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_724965.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_725386.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_725575.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_726808.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_727511.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_727634.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_728263.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_729776.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_730192.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_730423.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_730801.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_731097.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_731457.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_732043.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_732056.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_733068.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_733471.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_735620.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_736101.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_736531.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_737978.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_738073.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_740172.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_740842.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_741548.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_741846.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_742231.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_742481.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_742554.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_743105.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_743393.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_743427.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_744710.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_7449.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_744979.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_744989.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_745113.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_745253.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_746004.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_746784.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_74824.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_75105.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_751218.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_752008.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_752478.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_752671.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_752828.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_753705.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_753964.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_754771.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_75542.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_755515.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_755980.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_755997.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_75762.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_758422.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_759072.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_759328.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_762572.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_762686.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_762788.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_764506.jpg,LYM
Images/PBC_dataset_normal_DIB\lymphocyte\LY_767226.jpg,LYM
